address,area,constraction_year,rooms,bedrooms,bathrooms,balcony,storage,parking,furnished,garage,garden,energy,facilities,zip,neighborhood,rent
1018 VZ Amsterdam (Weesperbuurt),76.0,1891,3,2,1,no,no,no,yes,no,Not present,E,None,1018 VZ,Weesperbuurt,1750
1018 PW Amsterdam (Czaar Peterbuurt),55.0,1890,3,2,1,yes,no,no,no,no,Not present,A,"Shower, Toilet",1018 PW,Czaar Peterbuurt,1600
1018 PW Amsterdam (Czaar Peterbuurt),40.0,1890,2,1,1,yes,no,no,no,no,Not present,A,"Shower, Toilet",1018 PW,Czaar Peterbuurt,1300
1018 XH Amsterdam (Weesperbuurt),185.0,1906,5,4,2,yes,no,no,no,no,Not present,E,"Shower, Bath, Toilet",1018 XH,Weesperbuurt,4000
1077 ST Amsterdam (Minervabuurt Midden),120.0,1970,3,2,1,no,no,no,yes,no,Not present,C,None,1077 ST,Minervabuurt Midden,3500
1077 ST Amsterdam (Minervabuurt Midden),120.0,1970,3,2,1,no,no,no,yes,no,Not present,C,None,1077 ST,Minervabuurt Midden,3500
1077 VC Amsterdam (Minervabuurt Zuid),115.0,1933,3,2,1,yes,no,no,no,no,Not present,C,None,1077 VC,Minervabuurt Zuid,2450
1077 PP Amsterdam (Minervabuurt Noord),180.0,1920,5,4,1,no,no,no,no,no,Not present,G,None,1077 PP,Minervabuurt Noord,3500
1077 SV Amsterdam (Minervabuurt Midden),65.0,1931,3,2,1,no,no,yes,yes,no,Not present,None,None,1077 SV,Minervabuurt Midden,1500
1077 SV Amsterdam (Minervabuurt Midden),113.0,1939,3,2,1,no,no,no,yes,no,Not present,None,Bath,1077 SV,Minervabuurt Midden,2150
1077 SV Amsterdam (Minervabuurt Midden),65.0,1931,3,2,1,no,no,yes,yes,no,Not present,None,None,1077 SV,Minervabuurt Midden,1400
1077 LJ Amsterdam (Minervabuurt Noord),140.0,1920,5,4,1,yes,no,yes,no,no,Not present,None,"Bath, Toilet",1077 LJ,Minervabuurt Noord,2500
1077 LJ Amsterdam (Minervabuurt Noord),140.0,1920,5,4,1,yes,no,yes,no,no,Not present,None,"Bath, Toilet",1077 LJ,Minervabuurt Noord,2500
1077 LJ Amsterdam (Minervabuurt Noord),140.0,1920,5,4,1,yes,no,yes,no,no,Not present,E,"Bath, Toilet",1077 LJ,Minervabuurt Noord,2500
1077 KN Amsterdam (Prinses Irenebuurt),108.0,1955,4,3,2,yes,no,no,yes,no,Not present,G,Toilet,1077 KN,Prinses Irenebuurt,2275
1077 KN Amsterdam (Prinses Irenebuurt),108.0,1920,4,3,2,yes,yes,yes,yes,no,Not present,G,"Lift, Storage space, Bath",1077 KN,Prinses Irenebuurt,2250
1077 JS Amsterdam (Minervabuurt Zuid),210.0,1931,7,6,2,no,no,no,no,no,Not present,G,None,1077 JS,Minervabuurt Zuid,3500
1077 JS Amsterdam (Minervabuurt Zuid),210.0,1920,6,5,2,yes,no,yes,no,no,Not present,G,"Bath, Toilet",1077 JS,Minervabuurt Zuid,3500
1077 JS Amsterdam (Minervabuurt Zuid),225.0,1920,7,6,2,yes,no,yes,no,no,Not present,F,"Bath, Toilet",1077 JS,Minervabuurt Zuid,3550
1077 JS Amsterdam (Minervabuurt Zuid),210.0,1931,7,6,2,no,no,no,no,no,Not present,G,None,1077 JS,Minervabuurt Zuid,3500
1077 JS Amsterdam (Minervabuurt Zuid),210.0,1920,6,5,2,yes,no,yes,no,no,Not present,G,"Bath, Toilet",1077 JS,Minervabuurt Zuid,3500
1077 VH Amsterdam (Minervabuurt Zuid),120.0,1906,3,2,1,yes,no,yes,yes,no,Not present,None,"Bath, Toilet",1077 VH,Minervabuurt Zuid,2250
1077 NJ Amsterdam (Minervabuurt Noord),193.0,1926,6,5,2,yes,no,no,no,no,Not present,None,"Shower, Toilet",1077 NJ,Minervabuurt Noord,4500
1077 NJ Amsterdam (Minervabuurt Noord),193.0,1926,6,5,2,yes,no,no,no,no,Not present,None,"Shower, Toilet",1077 NJ,Minervabuurt Noord,4500
1077 SN Amsterdam (Beethovenbuurt),85.0,1930,2,1,1,yes,no,no,yes,no,Not present,G,"Shower, Bath, Toilet",1077 SN,Beethovenbuurt,1675
1077 KB Amsterdam (Minervabuurt Midden),100.0,1939,3,2,1,yes,no,no,no,no,Not present,None,"Shower, Toilet",1077 KB,Minervabuurt Midden,1950
1077 TE Amsterdam (Minervabuurt Midden),113.0,1928,4,3,1,yes,no,no,no,no,Not present,None,Toilet,1077 TE,Minervabuurt Midden,2250
1077 JP Amsterdam (Minervabuurt Zuid),134.0,1931,3,2,2,yes,yes,no,yes,no,Not present,G,"Storage space, Shower, Bath, Toilet",1077 JP,Minervabuurt Zuid,3450
1077 AG Amsterdam (Beethovenbuurt),120.0,1930,4,3,2,no,no,no,no,no,Not present,None,"Shower, Bath, Toilet",1077 AG,Beethovenbuurt,2500
1077 KD Amsterdam (Minervabuurt Midden),45.0,1939,2,1,1,yes,no,yes,yes,no,Not present,None,None,1077 KD,Minervabuurt Midden,1750
1077 VR Amsterdam (Minervabuurt Zuid),120.0,1930,4,3,1,yes,yes,no,no,no,Not present,B,"Lift, Storage space",1077 VR,Minervabuurt Zuid,3000
1077 BS Amsterdam (Minervabuurt Midden),206.0,1935,5,4,1,yes,no,no,no,no,Not present,None,"Shower, Bath, Toilet",1077 BS,Minervabuurt Midden,3300
1077 AB Amsterdam (Beethovenbuurt),150.0,1928,7,6,2,yes,yes,no,no,no,Not present,None,"Storage space, Shower, Bath, Toilet",1077 AB,Beethovenbuurt,2900
1077 BP Amsterdam (Minervabuurt Noord),78.0,1930,3,2,1,yes,no,no,no,no,Not present,E,"Air-conditioning, Shower, Toilet",1077 BP,Minervabuurt Noord,2100
1077 KV Amsterdam (Prinses Irenebuurt),105.0,1955,3,2,2,yes,no,no,no,no,Not present,None,"Shower, Toilet",1077 KV,Prinses Irenebuurt,2350
1053 SW Amsterdam (Bellamybuurt Noord),42.0,1938,3,2,1,yes,no,no,no,no,Not present,A,"Shower, Toilet",1053 SW,Bellamybuurt Noord,1350
1053 SX Amsterdam (Bellamybuurt Noord),65.0,1912,2,1,1,yes,no,no,yes,no,Not present,None,None,1053 SX,Bellamybuurt Noord,1550
1053 SX Amsterdam (Bellamybuurt Noord),65.0,1912,2,1,1,yes,no,no,yes,no,Not present,None,None,1053 SX,Bellamybuurt Noord,1550
1053 ZS Amsterdam (Da Costabuurt Zuid),60.0,2017,2,1,1,no,no,yes,yes,no,Not present,None,None,1053 ZS,Da Costabuurt Zuid,1595
1053 DD Amsterdam (Da Costabuurt Zuid),37.0,1906,2,1,1,no,no,yes,yes,no,Not present,D,None,1053 DD,Da Costabuurt Zuid,1500
1053 DD Amsterdam (Da Costabuurt Zuid),37.0,1906,2,1,1,no,no,yes,yes,no,Not present,D,None,1053 DD,Da Costabuurt Zuid,1395
1053 XE Amsterdam (Da Costabuurt Zuid),75.0,1910,3,2,1,no,no,yes,no,no,Not present,D,"Shower, Bath, Toilet",1053 XE,Da Costabuurt Zuid,1850
1053 PL Amsterdam (Lootsbuurt),43.0,1930,3,2,1,no,no,no,no,no,Not present,D,None,1053 PL,Lootsbuurt,1535
1053 MJ Amsterdam (Da Costabuurt Zuid),170.0,1887,4,3,1,no,no,no,yes,no,Not present,None,Bath,1053 MJ,Da Costabuurt Zuid,2995
1053 HA Amsterdam (Da Costabuurt Zuid),65.0,1900,3,2,1,yes,no,no,yes,no,Not present,B,"Shower, Toilet",1053 HA,Da Costabuurt Zuid,2000
1053 HA Amsterdam (Da Costabuurt Zuid),72.0,1879,3,2,1,no,no,no,no,no,Not present,A,Toilet,1053 HA,Da Costabuurt Zuid,1750
1053 XX Amsterdam (Da Costabuurt Noord),130.0,1902,4,3,1,yes,no,no,no,no,Not present,C,Toilet,1053 XX,Da Costabuurt Noord,2750
1053 XX Amsterdam (Da Costabuurt Noord),130.0,1902,4,3,1,yes,no,no,no,no,Not present,C,Toilet,1053 XX,Da Costabuurt Noord,2750
1053 LD Amsterdam (Da Costabuurt Zuid),60.0,1894,3,2,1,no,no,no,yes,no,Not present,None,None,1053 LD,Da Costabuurt Zuid,1500
1053 XP Amsterdam (Da Costabuurt Noord),70.0,1891,2,1,1,no,no,yes,yes,no,Not present,None,"Shower, Toilet",1053 XP,Da Costabuurt Noord,1750
1053 LM Amsterdam (Da Costabuurt Noord),90.0,1902,3,2,1,no,no,no,yes,no,Not present,None,"Bath, Toilet",1053 LM,Da Costabuurt Noord,1750
1053 LM Amsterdam (Da Costabuurt Noord),81.0,1902,3,2,2,yes,no,no,yes,no,Not present,None,"Shower, Toilet",1053 LM,Da Costabuurt Noord,1950
1053 ZE Amsterdam (Da Costabuurt Noord),48.0,1894,2,1,1,yes,no,no,yes,no,Not present,C,"Bath, Toilet",1053 ZE,Da Costabuurt Noord,1650
1053 GA Amsterdam (Bellamybuurt Zuid),55.0,1950,2,1,1,no,no,no,yes,no,Not present,A,None,1053 GA,Bellamybuurt Zuid,1600
1053 KE Amsterdam (Lootsbuurt),106.0,1903,3,2,1,no,no,no,no,no,Not present,B,Shower,1053 KE,Lootsbuurt,2100
1053 KE Amsterdam (Lootsbuurt),72.0,2006,3,2,1,yes,yes,no,yes,no,Not present,None,"Lift, Storage space, Shower, Toilet",1053 KE,Lootsbuurt,1850
1053 KE Amsterdam (Lootsbuurt),106.0,1903,3,2,1,no,no,no,no,no,Not present,B,Shower,1053 KE,Lootsbuurt,2100
1053 KT Amsterdam (Da Costabuurt Zuid),100.0,1881,4,3,1,no,no,no,yes,no,Not present,G,"Shower, Bath, Toilet",1053 KT,Da Costabuurt Zuid,3000
1053 LP Amsterdam (Da Costabuurt Noord),80.0,1897,3,2,1,yes,no,yes,no,no,Not present,None,"Shower, Bath, Toilet",1053 LP,Da Costabuurt Noord,1650
1053 LP Amsterdam (Da Costabuurt Noord),82.0,1897,3,2,1,no,no,no,yes,no,Present (90 m²),B,"Shower, Toilet",1053 LP,Da Costabuurt Noord,2100
1053 KM Amsterdam (Da Costabuurt Noord),75.0,1901,2,1,1,yes,no,no,yes,no,Not present,C,"Lift, Shower, Bath, Toilet",1053 KM,Da Costabuurt Noord,1700
1053 LA Amsterdam (Da Costabuurt Noord),87.0,1908,3,2,2,yes,no,no,no,no,Not present,A,"Shower, Bath, Toilet",1053 LA,Da Costabuurt Noord,2395
1053 LA Amsterdam (Da Costabuurt Noord),87.0,1908,3,2,2,yes,no,no,no,no,Not present,A,"Shower, Bath, Toilet",1053 LA,Da Costabuurt Noord,2250
1053 JM Amsterdam (Lootsbuurt),100.0,1912,2,1,1,no,no,no,yes,no,Not present,None,None,1053 JM,Lootsbuurt,1750
1053 ZB Amsterdam (Da Costabuurt Noord),78.0,1930,2,1,1,yes,no,no,yes,no,Not present,None,"Shower, Toilet",1053 ZB,Da Costabuurt Noord,1700
1053 WK Amsterdam (Da Costabuurt Noord),170.0,1900,6,5,2,yes,no,yes,no,no,Not present,None,"Roof terrace, Bath",1053 WK,Da Costabuurt Noord,4250
1053 DZ Amsterdam (Da Costabuurt Noord),40.0,1893,2,1,1,yes,no,yes,yes,no,Not present,A,None,1053 DZ,Da Costabuurt Noord,1500
1053 ZX Amsterdam (Da Costabuurt Noord),60.0,1905,2,1,1,yes,no,yes,yes,no,Not present,None,Toilet,1053 ZX,Da Costabuurt Noord,1450
1053 GD Amsterdam (Bellamybuurt Zuid),40.0,1899,2,1,1,yes,no,no,yes,no,Not present,B,"Shower, Toilet",1053 GD,Bellamybuurt Zuid,1500
1053 DS Amsterdam (Borgerbuurt),56.0,1983,2,1,1,yes,no,no,yes,no,Not present,None,"Lift, Shower, Toilet",1053 DS,Borgerbuurt,1500
1053 VL Amsterdam (Da Costabuurt Zuid),60.0,1994,3,2,1,no,no,no,yes,no,Not present,D,"Shower, Bath, Toilet",1053 VL,Da Costabuurt Zuid,1600
1053 NX Amsterdam (Lootsbuurt),40.0,1906,2,1,1,yes,no,no,yes,no,Not present,C,None,1053 NX,Lootsbuurt,1350
1053 HG Amsterdam (Da Costabuurt Zuid),58.0,1906,2,1,1,no,no,no,no,no,Not present,B,None,1053 HG,Da Costabuurt Zuid,1575
1053 HG Amsterdam (Da Costabuurt Zuid),60.0,1914,3,2,1,no,no,no,yes,no,Not present,E,None,1053 HG,Da Costabuurt Zuid,1750
1053 ZJ Amsterdam (Da Costabuurt Zuid),60.0,1930,3,2,1,yes,no,yes,yes,no,Not present,A,"Shower, Toilet",1053 ZJ,Da Costabuurt Zuid,1700
1053 DV Amsterdam (Da Costabuurt Noord),70.0,1840,3,2,1,yes,no,no,yes,no,Not present,C,None,1053 DV,Da Costabuurt Noord,1800
1053 VK Amsterdam (Da Costabuurt Zuid),85.0,1997,4,3,1,yes,yes,no,no,no,Not present,B,"Storage space, Shower, Bath, Toilet",1053 VK,Da Costabuurt Zuid,1950
1053 AA Amsterdam (Da Costabuurt Noord),65.0,1899,3,2,1,yes,no,no,yes,no,Not present,A,"Cable TV, Internet connection",1053 AA,Da Costabuurt Noord,2000
1053 WN Amsterdam (Da Costabuurt Noord),150.0,1900,4,3,1,yes,yes,no,no,no,Not present,None,Storage space,1053 WN,Da Costabuurt Noord,2500
1053 LT Amsterdam (Da Costabuurt Noord),60.0,1889,3,2,1,no,no,no,yes,no,Not present,None,None,1053 LT,Da Costabuurt Noord,1600
1053 WD Amsterdam (Bellamybuurt Noord),55.0,1905,2,1,1,yes,no,yes,yes,no,Not present,D,None,1053 WD,Bellamybuurt Noord,1650
1053 TX Amsterdam (Bellamybuurt Noord),65.0,1930,2,1,1,no,no,yes,yes,no,Not present,C,Bath,1053 TX,Bellamybuurt Noord,1600
1108 EX Amsterdam (L-buurt),81.0,1976,3,2,1,yes,yes,yes,yes,yes,Not present,D,"Lift, Storage space, Shower, Bath, Toilet",1108 EX,L-buurt,1575
1108 EX Amsterdam (L-buurt),81.0,1976,4,3,1,yes,yes,yes,yes,yes,Not present,D,"Lift, Storage space, Shower, Bath, Toilet",1108 EX,L-buurt,1450
1108 GD Amsterdam (L-buurt),66.0,1979,3,2,1,no,yes,yes,yes,yes,Not present,B,Storage space,1108 GD,L-buurt,1500
1108 GD Amsterdam (L-buurt),66.0,1979,3,2,1,no,yes,yes,yes,yes,Not present,B,Storage space,1108 GD,L-buurt,1395
1108 HE Amsterdam (L-buurt),60.0,1980,2,1,1,no,no,no,yes,no,Not present,D,None,1108 HE,L-buurt,1400
1108 HE Amsterdam (L-buurt),60.0,1980,2,1,1,no,no,no,yes,no,Not present,D,None,1108 HE,L-buurt,1250
1108 HA Amsterdam (L-buurt),101.0,1979,4,3,1,no,yes,yes,no,no,Not present,B,"Lift, Storage space, Roof terrace, Shower",1108 HA,L-buurt,1700
1108 HA Amsterdam (L-buurt),101.0,1979,4,3,1,no,yes,yes,no,no,Not present,B,"Lift, Storage space, Roof terrace, Shower",1108 HA,L-buurt,1600
1108 EM Amsterdam (L-buurt),80.0,1979,3,2,1,yes,yes,no,no,no,Not present,None,Storage space,1108 EM,L-buurt,1350
1074 ET Amsterdam (Willibrordusbuurt),28.0,2014,2,1,1,no,no,yes,yes,no,Not present,A,None,1074 ET,Willibrordusbuurt,1250
1074 ET Amsterdam (Willibrordusbuurt),45.0,1995,2,1,2,yes,no,yes,yes,no,Not present,C,"Cable TV, Internet connection, Shower, Toilet",1074 ET,Willibrordusbuurt,1575
1074 ET Amsterdam (Willibrordusbuurt),28.0,2014,2,1,1,no,no,yes,yes,no,Not present,A,None,1074 ET,Willibrordusbuurt,1250
1074 BB Amsterdam (Hemonybuurt),78.0,2012,2,1,1,no,yes,no,no,no,Not present,C,"Storage space, Shower, Bath, Toilet",1074 BB,Hemonybuurt,1700
1074 VS Amsterdam (Willibrordusbuurt),60.0,1911,3,2,1,no,no,yes,yes,no,Not present,D,"Roof terrace, Bath",1074 VS,Willibrordusbuurt,2000
1074 VW Amsterdam (Willibrordusbuurt),105.0,1911,3,2,1,yes,no,no,yes,no,Not present,None,"Bath, Toilet",1074 VW,Willibrordusbuurt,2750
1074 VW Amsterdam (Willibrordusbuurt),105.0,1911,3,2,1,yes,no,no,yes,no,Not present,F,"Roof terrace, Shower, Bath, Toilet",1074 VW,Willibrordusbuurt,2750
1074 VW Amsterdam (Willibrordusbuurt),55.0,1906,1,1,1,no,no,no,no,no,Not present,B,None,1074 VW,Willibrordusbuurt,1495
1074 VW Amsterdam (Willibrordusbuurt),55.0,1906,1,1,1,no,no,no,no,no,Not present,B,None,1074 VW,Willibrordusbuurt,1295
1074 AV Amsterdam (Hemonybuurt),95.0,1882,3,2,1,yes,no,no,yes,no,Not present,None,"Shower, Toilet",1074 AV,Hemonybuurt,1850
1074 BC Amsterdam (Hemonybuurt),90.0,1900,2,1,1,no,no,no,yes,no,Not present,None,None,1074 BC,Hemonybuurt,1750
1074 BC Amsterdam (Hemonybuurt),90.0,1900,2,1,1,no,no,no,yes,no,Not present,None,None,1074 BC,Hemonybuurt,1750
1074 AJ Amsterdam (Willibrordusbuurt),65.0,1911,3,2,1,yes,no,no,yes,no,Not present,E,Toilet,1074 AJ,Willibrordusbuurt,1700
1074 JL Amsterdam (Willibrordusbuurt),98.0,2018,3,2,1,yes,no,no,yes,no,Not present,None,Toilet,1074 JL,Willibrordusbuurt,3000
1074 JL Amsterdam (Willibrordusbuurt),98.0,2018,3,2,1,yes,no,no,yes,no,Not present,None,Toilet,1074 JL,Willibrordusbuurt,3000
1074 CP Amsterdam (Hemonybuurt),65.0,1878,3,2,1,yes,no,yes,no,no,Not present,E,"Bath, Toilet",1074 CP,Hemonybuurt,1850
1074 CP Amsterdam (Hemonybuurt),59.0,1889,3,2,1,no,no,yes,yes,no,Not present,E,None,1074 CP,Hemonybuurt,1800
1074 AG Amsterdam (Willibrordusbuurt),58.0,1905,3,2,1,no,no,no,yes,no,Not present,None,None,1074 AG,Willibrordusbuurt,1800
1074 AG Amsterdam (Willibrordusbuurt),58.0,1905,3,2,1,no,no,no,yes,no,Not present,None,None,1074 AG,Willibrordusbuurt,1650
1074 XR Amsterdam (Hemonybuurt),50.0,1910,2,1,1,no,no,no,no,no,Not present,C,Toilet,1074 XR,Hemonybuurt,1600
1074 XR Amsterdam (Hemonybuurt),100.0,1880,4,3,1,yes,no,no,no,no,Present (85 m²),A,Toilet,1074 XR,Hemonybuurt,2500
1074 AB Amsterdam (Sarphatiparkbuurt),53.0,1882,3,2,1,yes,no,no,yes,no,Not present,None,None,1074 AB,Sarphatiparkbuurt,1850
1074 CH Amsterdam (Hemonybuurt),49.0,1880,2,1,1,no,no,yes,yes,no,Not present,E,None,1074 CH,Hemonybuurt,1595
1074 CH Amsterdam (Hemonybuurt),49.0,1880,2,1,1,no,no,yes,yes,no,Not present,E,None,1074 CH,Hemonybuurt,1595
1074 XZ Amsterdam (Hemonybuurt),98.0,1883,3,2,1,no,no,no,yes,no,Not present,None,None,1074 XZ,Hemonybuurt,2195
1074 HV Amsterdam (Willibrordusbuurt),77.0,1920,3,2,1,yes,no,no,yes,no,Not present,None,Toilet,1074 HV,Willibrordusbuurt,2000
1074 VL Amsterdam (Diamantbuurt),60.0,1890,2,1,1,no,no,no,yes,no,Not present,G,None,1074 VL,Diamantbuurt,1350
1074 CJ Amsterdam (Hemonybuurt),48.0,2013,2,1,2,no,no,yes,yes,no,Not present,A,"Shower, Toilet",1074 CJ,Hemonybuurt,1625
1074 XB Amsterdam (Willibrordusbuurt),102.0,1913,4,3,2,yes,no,no,no,no,Not present,G,"Roof terrace, Shower, Bath, Toilet",1074 XB,Willibrordusbuurt,2700
1031 JX Amsterdam (Buiksloterham),75.0,2020,3,2,1,yes,no,no,yes,no,Not present,A,"Lift, Shower, Toilet",1031 JX,Buiksloterham,1750
1031 JX Amsterdam (Buiksloterham),71.0,2020,3,2,1,yes,no,yes,no,no,Not present,A,"Lift, Shower, Toilet",1031 JX,Buiksloterham,1450
1031 JX Amsterdam (Buiksloterham),71.0,2020,3,2,1,yes,no,yes,no,no,Not present,A,"Lift, Shower, Toilet",1031 JX,Buiksloterham,1400
1031 AG Amsterdam (Van der Pekbuurt),77.0,2016,3,2,1,no,yes,no,no,no,Not present,A,"Storage space, Shower, Toilet",1031 AG,Van der Pekbuurt,1650
1031 AH Amsterdam (Van der Pekbuurt),88.0,2016,3,2,1,no,yes,no,no,no,Not present,A,"Storage space, Shower, Toilet",1031 AH,Van der Pekbuurt,1675
1031 KC Amsterdam (Overhoeks),132.0,2011,4,3,2,yes,yes,yes,no,yes,Not present,A,"Lift, Storage space, Shower, Bath, Toilet",1031 KC,Overhoeks,2750
1031 KC Amsterdam (Overhoeks),132.0,2011,4,3,2,yes,yes,yes,no,yes,Not present,A,"Lift, Storage space, Shower, Bath, Toilet",1031 KC,Overhoeks,2495
1031 JW Amsterdam (Buiksloterham),160.0,2018,3,2,1,yes,no,yes,no,no,Not present,A,Toilet,1031 JW,Buiksloterham,3250
1031 JW Amsterdam (Buiksloterham),160.0,2018,3,2,1,yes,no,yes,no,no,Not present,A,Toilet,1031 JW,Buiksloterham,3250
1096 GJ Amsterdam (Amstelkwartier Noord),30.0,2011,2,1,1,no,no,no,yes,no,Not present,A,"Lift, Toilet",1096 GJ,Amstelkwartier Noord,1250
1096 GJ Amsterdam (Amstelkwartier Noord),28.0,2014,1,1,1,no,yes,yes,yes,no,Not present,A,"Lift, Storage space",1096 GJ,Amstelkwartier Noord,1350
1096 GJ Amsterdam (Amstelkwartier Noord),28.0,2014,2,1,1,no,no,no,yes,no,Not present,A,None,1096 GJ,Amstelkwartier Noord,1050
1096 GJ Amsterdam (Amstelkwartier Noord),28.0,2014,1,1,1,no,yes,yes,yes,no,Not present,A,"Lift, Storage space",1096 GJ,Amstelkwartier Noord,1250
1096 GM Amsterdam (Amstelkwartier Noord),92.0,2020,3,2,1,yes,no,yes,no,yes,Not present,A+,"Lift, Toilet",1096 GM,Amstelkwartier Noord,2250
1096 GM Amsterdam (Amstelkwartier Noord),72.0,2020,3,2,1,yes,yes,no,yes,no,Not present,A,"Lift, Storage space, Shower, Toilet",1096 GM,Amstelkwartier Noord,1900
1096 GM Amsterdam (Amstelkwartier Noord),100.0,2020,4,3,1,yes,yes,yes,yes,yes,Not present,A,"Lift, Air-conditioning, Storage space, Roof terrace, Shower, Toilet",1096 GM,Amstelkwartier Noord,2750
1096 GM Amsterdam (Amstelkwartier Noord),92.0,2020,3,2,1,yes,no,yes,no,yes,Not present,A+,"Lift, Toilet",1096 GM,Amstelkwartier Noord,2250
1096 GM Amsterdam (Amstelkwartier Noord),72.0,2020,3,2,1,yes,yes,no,yes,no,Not present,A,"Lift, Storage space, Shower, Toilet",1096 GM,Amstelkwartier Noord,1750
1096 AA Amsterdam (De Omval),85.0,1997,3,2,1,no,no,yes,yes,yes,Not present,None,"Lift, Shower, Bath, Toilet",1096 AA,De Omval,2100
1096 AA Amsterdam (De Omval),85.0,1997,3,2,1,no,yes,yes,yes,yes,Not present,None,"Lift, Storage space, Bath, Toilet",1096 AA,De Omval,1950
1096 AA Amsterdam (De Omval),79.0,1997,3,2,1,yes,yes,no,yes,yes,Not present,C,"Storage space, Shower, Bath",1096 AA,De Omval,1950
1096 AA Amsterdam (De Omval),85.0,1997,3,2,1,no,no,yes,yes,yes,Not present,None,"Lift, Shower, Bath, Toilet",1096 AA,De Omval,2100
1096 DS Amsterdam (Weespertrekvaart),70.0,2020,3,2,1,yes,no,no,no,no,Not present,None,"Shower, Toilet",1096 DS,Weespertrekvaart,1850
1096 DS Amsterdam (Weespertrekvaart),70.0,2020,2,1,1,yes,no,no,no,no,Not present,None,"Shower, Toilet",1096 DS,Weespertrekvaart,1750
1096 DS Amsterdam (Weespertrekvaart),60.0,2020,2,1,1,yes,no,no,yes,no,Not present,None,"Bath, Toilet",1096 DS,Weespertrekvaart,2000
1096 DS Amsterdam (Weespertrekvaart),60.0,2020,2,1,1,yes,no,yes,yes,no,Not present,None,"Bath, Toilet",1096 DS,Weespertrekvaart,2000
1052 LW Amsterdam (Frederik Hendrikbuurt Zuidoost),80.0,2004,2,1,1,yes,no,yes,yes,no,Not present,None,Bath,1052 LW,Frederik Hendrikbuurt Zuidoost,1750
1052 GB Amsterdam (Frederik Hendrikbuurt Noord),46.0,1895,3,2,1,yes,no,no,no,no,Not present,A,Toilet,1052 GB,Frederik Hendrikbuurt Noord,1700
1052 GB Amsterdam (Frederik Hendrikbuurt Noord),50.0,1895,3,2,1,yes,no,no,no,no,Not present,A,Toilet,1052 GB,Frederik Hendrikbuurt Noord,1600
1052 NE Amsterdam (Da Costabuurt Noord),35.0,1930,1,1,1,no,no,no,yes,no,Not present,None,None,1052 NE,Da Costabuurt Noord,900
1052 CS Amsterdam (Frederik Hendrikbuurt Noord),80.0,1930,2,1,1,no,no,no,yes,no,Not present,B,"Cable TV, Internet connection",1052 CS,Frederik Hendrikbuurt Noord,3999
1052 AD Amsterdam (De Wittenbuurt Noord),37.0,1930,2,1,1,no,no,yes,yes,no,Not present,D,None,1052 AD,De Wittenbuurt Noord,1495
1052 AD Amsterdam (De Wittenbuurt Noord),37.0,1930,2,1,1,no,no,yes,yes,no,Not present,D,None,1052 AD,De Wittenbuurt Noord,1495
1052 KJ Amsterdam (Frederik Hendrikbuurt Zuidoost),60.0,1920,3,2,1,no,no,yes,no,no,Not present,A,"Roof terrace, Toilet",1052 KJ,Frederik Hendrikbuurt Zuidoost,1850
1052 KJ Amsterdam (Frederik Hendrikbuurt Zuidoost),49.0,1892,2,1,1,yes,no,no,yes,no,Not present,D,None,1052 KJ,Frederik Hendrikbuurt Zuidoost,1650
1052 LB Amsterdam (Frederik Hendrikbuurt Zuidwest),77.0,2013,2,1,1,no,no,no,no,no,Not present,A,None,1052 LB,Frederik Hendrikbuurt Zuidwest,1575
1052 LB Amsterdam (Frederik Hendrikbuurt Zuidwest),77.0,2013,2,1,1,no,no,no,no,no,Not present,A,None,1052 LB,Frederik Hendrikbuurt Zuidwest,1650
1052 LB Amsterdam (Frederik Hendrikbuurt Zuidwest),71.0,2013,2,1,1,no,no,no,no,no,Not present,A,None,1052 LB,Frederik Hendrikbuurt Zuidwest,1595
1052 LB Amsterdam (Frederik Hendrikbuurt Zuidwest),77.0,2013,2,1,1,no,no,no,no,no,Not present,A,None,1052 LB,Frederik Hendrikbuurt Zuidwest,1575
1052 CJ Amsterdam (De Wittenbuurt Noord),129.0,1906,4,3,1,yes,no,no,yes,no,Not present,D,"Shower, Bath, Toilet",1052 CJ,De Wittenbuurt Noord,3250
1052 CJ Amsterdam (De Wittenbuurt Noord),128.0,1900,4,3,1,yes,no,no,no,no,"Present (85 m², located on the south-west)",C,"Bath, Toilet",1052 CJ,De Wittenbuurt Noord,2675
1052 CJ Amsterdam (De Wittenbuurt Noord),128.0,1900,4,3,1,yes,no,no,no,no,"Present (85 m², located on the south-west)",C,"Bath, Toilet",1052 CJ,De Wittenbuurt Noord,2675
1052 KC Amsterdam (Frederik Hendrikbuurt Zuidoost),95.0,2005,3,2,1,no,no,yes,no,no,Not present,None,Bath,1052 KC,Frederik Hendrikbuurt Zuidoost,1995
1052 GW Amsterdam (Frederik Hendrikbuurt Noord),80.0,1900,3,2,1,no,no,yes,yes,no,Not present,D,None,1052 GW,Frederik Hendrikbuurt Noord,1850
1052 CE Amsterdam (De Wittenbuurt Noord),100.0,1900,3,2,2,yes,yes,no,yes,no,Not present,None,"Storage space, Shower, Bath, Toilet",1052 CE,De Wittenbuurt Noord,2000
1052 XB Amsterdam (Frederik Hendrikbuurt Noord),48.0,1914,3,2,1,yes,no,yes,yes,no,Not present,A,"Shower, Toilet",1052 XB,Frederik Hendrikbuurt Noord,1750
